user_id,products,reviews
7433479,16,1
7504316,114,15
7547941,118,3
7564693,10,1
7630786,448,8
7634986,72,1
7661883,64,2
7736404,321,22
7800859,54,2
7911034,102,5
8039861,78,1
8069448,0,1
8102383,54,1
8109692,270,2
8116102,231,37
8118377,15,5
8147214,73,7
8278783,73,3
8312226,36,2
8317572,348,5
8350031,77,2
8358416,75,6
8426279,5,1
8434231,141,8
8435380,127,2
8489053,5,1
8496262,33,3
8576661,62,3
8611165,50,7
8652192,51,1
8673794,107,1
8699417,30,1
8702125,95,1
8709283,24,3
8814426,15,6
8851606,44,2
8856257,134,2
9042497,41,1
9109754,49,3
9161327,57,2
9178777,73,2
9202401,64,22
9244250,43,1
9266078,96,4
9282297,91,26
9303361,327,8
9465699,25,5
9525209,30,4
9597264,78,5
9656098,52,1
9803611,76,2
9815158,94,1
9837022,64,5
9843476,10,1
9864622,2,1
9877527,20,3
9896367,193,17
9921441,81,5
9977077,30,2
10214205,68,2
10231490,5,1
10244496,343,62
10334295,49,4
10534920,17,1
10669504,10,1
10681529,55,7
10681759,45,2
10698148,84,12
10736637,14,4
10814703,60,2
10886133,27,8
10909444,217,3
10948879,149,3
10954776,7,1
10955201,39,9
10989481,20,2
11066373,51,3
11073375,94,3
12280988,75,4
12282729,29,9
12302146,429,6
12323962,112,78
12328312,52,1
12398647,59,1
12518328,7,2
12537823,48,1
12672795,174,8
12748465,27,2
12761260,70,1
12922706,30,7
13152422,110,19
13233666,95,5
13238980,16,2
13278319,1424,29
13302585,174,5
13311717,49,14
13359990,80,1
13448835,5,1
13459382,77,8
13509490,4,1
13511772,14,1
13528474,118,3
13556373,37,5
13648283,47,1
13670273,60,5
13760513,217,13
13882350,21,1
13901714,220,3
13943308,23,2
13985605,34,2
14034101,25,7
14280654,25,4
1874,67,4
45425,15,4
150261,57,8
278740,27,4
356662,32,2
421109,40,4
477141,18,1
486178,93,16
503644,6,1
611927,351,62
634705,7,1
716787,117,4
751267,9,1
834985,80,5
841865,25,2
908032,31,1
912385,44,5
914711,35,6
921889,52,3
986319,12,2
1038363,17,10
1127352,9,1
1129260,152,6
1218143,42,9
1238624,40,5
1428977,55,3
1433692,5,2
1700693,39,2
1704963,4,1
1751612,3,1
1904073,18,1
1916719,15,1
1979018,53,4
1998751,13,1
2011176,24,3
2019541,0,1
2021499,157,6
2112027,33,9
2144542,35,17
2212900,56,10
2324418,23,2
2581135,52,6
2601235,36,4
2660731,31,6
2669591,11,4
2680443,16,2
2682434,48,5
2683125,52,3
2723620,3,1
2731546,18,1
2753296,22,1
2986037,5,2
2997477,7,1
3008123,6,2
3029296,7,3
3053803,4,1
3097512,11,2
3179330,30,3
3191036,10,2
3244408,137,15
3326519,7,2
3351988,140,24
3459076,27,7
3463140,156,47
3568467,2,3
3623059,0,1
3679501,33,1
3816104,24,1
3855026,18,3
3867191,0,1
3900743,6,3
3945045,33,2
3970622,104,1
4011685,9,1
4110254,6,2
4144561,8,2
4200027,5,1
4205483,20,1
4380774,9,2
4644211,4,1
4732849,18,2
4870319,2,1
4935973,0,1
11210499,25,1
2135300,330,1
9276664,1482,36
11372991,326,1
11946202,262,10
316788,1498,21
430737,124,2
3221954,68,8
3272444,1592,65
3674509,255,5
4811599,730,2
5301301,220,1
5313532,414,2
5488426,31,4
5759699,608,1
5800489,183,1
5898652,98,7
6110583,186,4
6741934,373,16
7372560,3131,794
7530706,101,1
7591743,71,1
7861236,153,1
8133542,213,1
8207896,123,2
8325957,899,3
8604754,50,1
8723900,551,1
8780621,1470,18
8849604,631,21
8850625,156,2
9247780,253,1
9248201,269,22
9334470,427,20
9457659,230,10
9472215,254,5
9643716,660,539
9683921,265,6
10168490,575,5
10280670,98,1
10352831,77,9
10470339,717,4
10603176,246,1
10641896,287,3
10694691,220,6
10706718,351,19
10746046,271,6
10791188,1219,2
10939289,73,6
10991417,68,2
11164550,181,36
11192356,300,3
11195827,24,1
11225019,155,8
11230131,604,7
11265620,26,3
11312533,364,25
11335764,115,1
11430960,68,2
11459087,73,1
11519632,33,1
11535111,218,10
11566508,109,3
11570020,463,17
11571688,243,14
11595697,222,2
11605766,190,10
11609197,393,8
11618586,202,38
11623123,81,1
11656896,98,2
11705551,325,4
11707080,101,3
11710223,144,2
11738672,126,5
11739877,84,14
11779079,358,8
11795653,163,1
11801832,220,4
11895476,159,1
11932722,509,8
11935695,431,2
11957093,343,5
11978156,516,19
11992668,308,6
12000498,136,5
12001971,24,1
12050363,496,13
12061259,418,29
12070099,285,5
12152325,82,1
12156079,239,1
12157187,154,17
12186648,207,3
12201134,175,17
12236601,442,3
12309266,254,2
12435168,698,37
12641875,108,2
12666839,281,9
12672854,170,6
12676521,45,1
12764001,73,2
12779564,70,1
12911544,111,1
13007243,540,3
13021629,181,2
13262697,2,4
13654964,124,8
13657490,390,8
13686867,43,1
13755711,118,3
13879479,314,4
13880240,49,1
13913359,196,6
13918592,494,10
14030018,607,17
14054133,166,1
14126363,246,5
14135938,106,2
14155599,134,1
375153,218,1
389249,130,4
491411,363,29
555039,19,2
737481,1320,63
827744,50,1
858863,242,25
1018670,89,1
1549589,72,2
1599324,79,14
1738472,168,7
1988867,88,2
2024727,108,1
2057188,32,1
2063542,1135,2
2462137,24,1
2501403,138,2
2581366,109,1
2787916,117,3
2903679,27,1
2933749,167,2
2971194,228,3
3054745,304,38
3113072,80,3
3186819,364,4
3210194,47,1
3247206,884,63
3380176,40,5
3498026,421,12
3577176,243,5
3578358,57,2
3625606,226,36
3642646,71,3
3760920,27,3
3846200,93,2
3881825,386,2
3925150,2780,130
3991618,107,4
3997300,135,1
3998741,1352,11
4000259,309,4
4002346,10,6
4101942,315,39
4191754,224,10
4204144,115,1
4261962,453,7
4275440,267,13
4293478,131,7
4305993,209,16
4384939,367,90
4429448,206,3
4442665,156,1
4583006,11,1
4639272,308,24
4743474,205,40
4757663,25,1
4807626,89,3
4816287,31,1
4912112,36,3
5008227,27,1
5033931,49,4
5043530,164,1
5065788,236,23
5073487,56,3
5093142,140,3
5103106,249,7
5123011,378,2
5141028,539,2
5153336,400,202
5214651,86,1
5267582,46,2
5271312,347,12
5286432,160,15
5303952,118,3
5365110,2,1
5390933,760,54
5440834,103,5
5485341,24,3
5492878,41,1
5574108,151,5
5593046,118,9
5614353,580,24
5624792,125,28
5648300,185,4
5712691,142,60
5761131,339,8
5813242,271,2
5847324,88,3
5865872,112,4
5906014,78,6
5930568,375,8
5935194,65,2
5954532,64,1
6013823,208,4
6015634,82,5
6016843,111,2
6056239,220,5
6090832,43,2
6091220,52,2
6206361,255,1
6276285,85,1
6281963,30,1
6286680,119,1
6291736,114,5
6341939,149,4
6365039,237,35
6373952,43,3
6375549,105,3
6391886,57,2
6393398,31,1
6433714,286,7
6457286,62,4
6496833,82,2
6599873,419,2
6608165,71,11
6635952,82,3
6651682,120,2
6661178,92,3
6668294,147,9
6679254,154,25
6690722,1133,21
6724694,7655,27
6753703,20,4
6762732,159,3
6774464,284,9
6791362,72,1
6803406,0,1
6805712,285,1
6840724,41,1
6865080,47,1
6951303,115,3
6956956,11,3
7005444,178,18
7070592,111,1
7118766,53,2
7156267,201,6
7194025,177,13
7297249,16,2
7315871,22,2
7320878,262,32
7320938,70,24
7328227,75,2
7348801,15,1
7351297,68,1
7365289,5,1
7379073,83,2
7388605,291,9
7413838,59,2
7440881,0,1
7453071,293,105
7484798,29,1
7556439,96,6
7609649,53,2
7613530,109,6
7709446,232,10
7741483,112,8
7801745,60,1
7838540,55,1
7852886,184,5
7873347,362,6
7907404,127,9
7921340,3,1
7957653,86,16
7992276,294,38
8018239,107,6
8020415,133,2
8089586,28,1
8129945,17,1
8199596,110,8
8212605,74,18
8271075,42,5
8348362,108,5
8374374,42,1
8381864,453,14
8411714,111,9
8414164,131,6
8536507,31,2
8571800,130,6
8583733,23,1
8594044,35,4
8600755,164,40
8645297,11,1
8690967,55,2
8737405,8,1
8833005,145,13
8886302,66,3
8948381,115,8
8969221,22,3
8991795,31,1
9071949,19,3
9075534,73,2
9090796,14,1
9123357,93,9
9199973,7,2
9204013,27,10
9212091,33,2
9263449,494,4
9281709,64,1
9311879,9,1
9369219,42,1
9424830,236,6
9499459,39,9
9537653,23,4
9564180,9,1
9592732,12,1
9631526,44,3
9654123,85,8
9781222,158,7
9828352,92,6
9880031,13,1
9909265,253,9
9946503,73,9
9989113,30,1
10145063,28,2
10242696,13,1
10289302,27,1
10297452,62,10
10330162,16,1
10381689,0,2
10426630,57,1
10458564,0,1
10531114,20,4
10545726,11,1
10622862,42,1
10705630,9,1
10898511,7,1
11050508,108,2
12229047,14,2
12286556,55,7
12308019,22,1
12391025,28,2
12499861,28,2
12508163,58,1
12545091,33,4
12596651,3,1
12645618,84,2
12706315,25,5
12736313,107,27
12779328,35,2
12789752,48,1
12878670,13,8
12951215,66,1
12953064,81,4
12998861,116,7
13001838,47,11
13026879,131,8
13066460,74,4
13080741,195,1
13115140,13,1
13151126,79,9
13170030,184,5
13224577,76,8
13254217,152,2
13320060,4,2
13393247,24,1
13450953,112,6
13479607,93,8
13527475,421,7
13633164,52,9
13667681,13,1
13696774,4,1
13765894,54,14
13852294,37,4
14075746,11,2
14257805,0,2
47719,19,1
95056,32,3
106685,113,3
189338,6,1
295211,30,17
515389,9,1
573345,17,2
590437,21,2
651663,8,1
675690,39,2
683719,19,2
801920,16,7
822758,18,1
853795,23,4
880533,52,10
911507,35,2
936011,19,1
949237,8,3
959903,61,3
1008688,72,2
1056545,51,4
1166534,19,2
1322765,3,1
1383666,79,41
1421528,58,1
1422460,12,6
1479551,17,8
1524699,31,5
1545571,67,33
1644747,38,1
1654509,30,1
1679281,2,1
1691301,36,4
1784692,48,3
1829866,5,1
1853373,6,1
1895180,0,1
1898789,66,3
1922096,15,1
1925168,20,4
1975988,19,2
1991921,20,2
2102338,43,4
2116197,113,4
2150973,11,4
2206616,15,1
2227292,19,3
2239289,18,3
2293039,2,2
2304896,18,1
2317993,12,10
2336145,9,1
2343193,0,1
2463030,54,9
2482332,33,5
2486895,38,4
2491419,32,1
2500657,67,5
2508547,43,1
2515430,35,2
2530527,54,2
2541519,21,2
2578502,55,11
2587224,39,5
2618372,8,1
2719979,73,36
2729181,50,1
2732421,61,8
2886691,23,1
2902103,29,3
2917969,11,2
3018172,5,1
3037344,21,1
3087255,10,2
3178243,16,1
3275346,26,7
3310059,32,3
3343301,22,4
3343504,17,1
3368161,2,1
3417612,14,1
3530500,47,1
3540599,42,4
3542171,43,1
3581218,14,1
3608361,21,2
3671849,32,2
3829843,4,4
3894216,7,1
3895213,3,1
3974506,31,1
4057018,10,5
4155409,9,1
4228128,96,2
4304408,4,1
4732837,5,2
4797193,2,1
6862621,3239,39
7210673,124,1
7400661,315,2
8964541,183,1
11161127,40,1
11172920,84,5
13877438,195,1
13921082,85,3
658759,11,1
803619,338,6
1317215,230,7
2355443,120,1
2419252,53,1
2879064,115,2
3095257,178,4
4705205,194,1
6123108,47,1
6193190,212,3
6241204,442,4
6513789,73,2
6733333,345,4
6808590,50,2
7200431,305,17
7384641,474,11
7400514,4,1
7433473,414,31
7448762,103,1
7548637,136,1
7721022,304,11
8105260,168,22
8306848,198,45
8416219,125,6
8502250,436,10
8750415,586,1
8806187,254,23
9028872,53,4
9127162,315,1
9897726,8,2
9990255,315,4
10110716,820,4
10161113,128,5
10176841,227,3
10246245,244,69
10401954,300,1
10450420,519,1
10727356,154,7
10745625,158,2
10778061,459,26
10824715,10,1
10861616,236,4
10936051,735,14
10963173,50,5
10977137,71,3
10986440,320,5
11050469,335,11
11167038,472,8
11223742,31,2
11237277,130,1
11244487,163,1
11272512,68,1
11273761,103,3
11280914,222,11
11291021,229,5
11294588,45,1
11312550,121,2
11323635,729,106
11330775,575,48
11389172,156,2
11391326,236,3
11402258,226,4
11406207,159,12
11407090,55,1
11412786,477,6
11413908,404,40
11436591,434,8
11473580,255,3
11525619,57,1
11529494,456,32
11547430,221,6
11559681,183,20
11599565,497,3
11628308,36,2
11631731,206,6
11645388,296,58
11663339,51,1
11671958,85,21
11680518,98,1
11726030,128,4
11729916,275,2
11729918,630,9
11747408,199,1
11753583,232,6
11776686,642,16
11823896,441,2
11879414,177,16
11911799,601,7
11940191,237,9
11963736,121,8
11964986,191,3
11969310,134,3
11985313,600,6
11989643,440,11
12020477,650,85
12044527,233,18
12051822,106,8
12053479,67,3
12064600,220,4
12081590,1195,25
12147712,130,3
12211174,718,10
12257992,206,19
12389283,527,1
12458411,397,1
12471070,400,3
12689827,88,3
12822371,62,4
12937862,87,9
13248351,128,6
13501075,524,86
13542944,108,9
13595654,354,29
13603604,129,2
13866964,103,7
13879403,57,9
13928641,165,26
13953088,204,1
14008206,49,2
14022327,693,9
14058297,438,9
14084324,142,2
14117444,316,8
14159886,140,2
14185545,224,3
14207706,565,3
14290951,107,7
12871,82,9
62471,307,33
132339,79,2
264509,191,1
321413,1209,47
501277,36,1
542574,150,5
584905,490,5
592076,570,37
663474,185,3
816140,1641,2
821475,140,3
881643,317,25
894956,1223,16
1039162,216,11
1074714,166,2
1337568,111,10
1361065,208,5
1642884,107,7
1644301,92,1
1802865,312,1
2048089,189,4
2137197,103,1
2757904,27,2
2892421,29,1
2921852,572,117
3364365,99,2
3372729,147,15
3421857,681,28
3531352,162,18
3658297,268,1
3776256,44,12
3816121,70,7
3831288,87,8
3866951,127,6
3879978,54,5
3974826,177,21
3987727,962,37
4037436,74,1
4195041,143,6
4264853,222,3
4271645,85,6
4318898,223,3
4327200,101,3
4422932,174,3
4429819,838,25
4515398,128,10
4518034,18,2
4623420,119,2
4654724,140,1
4731892,95,3
4751861,90,6
4766279,189,11
4777305,80,8
4788652,192,19
4951634,240,1
5025393,180,5
5057963,196,1
5060088,83,1
5062777,80,1
5096964,373,35
5101984,345,9
5117761,67,1
5121751,104,7
5143762,145,2
5145097,230,3
5232003,49,1
5245567,238,17
5292242,128,18
5301357,160,6
5310447,509,18
5331827,10,1
5334155,45,3
5355194,223,3
5385549,155,9
5420572,402,36
5442849,68,4
5477457,295,12
5554833,13,1
5595842,26,1
5595999,20,1
5605717,66,4
5605933,147,1
5623083,9,2
5634414,128,7
5641435,222,2
5669217,56,2
5725950,26,1
5726548,63,3
5759361,15,1
5812848,92,1
5822525,77,3
5839174,65,2
5860753,178,13
5885442,185,7
5911607,35,4
5931441,65,3
5938143,251,40
6013737,183,3
6136543,158,13
6228862,59,3
6234921,15,1
6250157,76,2
6280728,3,1
6283402,657,13
6309956,12,2
6346227,35,4
6366473,66,1
6384338,50,4
6417315,173,6
6420033,273,12
6474630,151,57
6479413,289,1
6521314,177,22
6561464,263,2
6585274,17,1
6631925,201,3
6638339,209,1
6651309,237,18
6654134,53,1
6677540,346,17
6691251,298,5
6719769,55,4
6728186,38,3
6810878,178,5
6856032,121,1
6933068,284,16
6993519,133,2
6999524,175,4
7002542,80,8
7092184,2,1
7094862,267,5
7100860,59,3
7122154,127,3
7124309,499,2
7142520,2,1
7150115,58,2
7193633,203,12
7201739,169,6
7247238,61,2
7270414,283,7
7308214,238,12
7436695,380,17
7568616,355,24
7568755,48,1
7571781,16,2
7580207,55,6
7621825,274,2
7647727,5,1
7667783,111,5
7679579,57,1
7749124,20,3
7762262,218,7
7842271,38,3
7844574,38,1
7864488,93,1
7921029,360,34
7950183,90,7
7954219,371,2
7962915,67,1
8041878,31,2
8084331,248,2
8095095,138,2
8148673,21,1
8162614,110,2
8257922,79,2
8290909,89,5
8332386,36,11
8345512,26,1
8391898,47,1
8485098,50,1
8525962,26,2
8532034,98,8
8578212,50,1
8594403,18,1
8633482,56,7
8644352,48,2
8652173,79,1
8678769,111,6
8707301,105,9
8728181,162,18
8780080,280,11
8825728,127,2
8853027,60,3
8881378,102,9
8979768,16,1
9066256,97,5
9078925,59,28
9092448,33,1
9168617,136,8
9180003,7,1
9210885,206,5
9224271,56,3
9314042,108,5
9316694,161,20
9378210,37,5
9382344,5,1
9394199,76,8
9483724,137,1
9490924,15,1
9506453,26,7
9567678,52,2
9574556,91,5
9596363,82,1
9628559,272,2
9689156,73,2
9742076,56,1
9742846,29,4
9759769,49,3
9906166,59,1
9929369,16,1
9936864,15,3
9962341,324,18
9986235,49,7
10031805,19,5
10046684,674,16
10144291,14,1
10270397,111,2
10280483,27,1
10413458,16,1
10446820,117,21
10458211,20,1
10549380,8,2
10608970,30,1
10625699,37,6
10647709,7,1
10677487,38,3
10681949,96,1
10687290,15,1
10713827,85,1
10873076,29,2
10897779,58,1
10934751,78,17
11056887,57,1
12036361,66,4
12224507,158,15
12254867,148,4
12274562,245,6
12288174,60,8
12312554,63,1
12358166,63,1
12383396,1588,19
12384663,285,13
12468677,40,13
12494572,14,1
12501938,18,3
12508919,23,2
12610131,16,1
12762114,173,3
12808978,51,3
12816612,14,1
12914688,21,1
12942757,27,1
12947996,120,7
12968978,103,2
13063954,228,51
13108203,142,12
13131827,18,1
13215197,76,5
13261859,62,30
13349978,63,7
13425960,14,1
13481779,23,2
13596546,201,10
13601572,118,12
13635692,16,2
13673036,10,1
13674840,7,1
13743608,60,7
13768566,59,3
13790355,14,2
13829883,72,6
13868962,35,10
13945982,170,1
14063011,10,1
14138165,273,1
14138744,28,1
14184357,28,1
14229888,0,2
14137,55,1
195713,26,6
290584,13,1
303213,15,1
357985,92,43
409599,30,2
469611,0,1
528883,64,9
625093,12,2
658436,0,1
794530,76,3
896677,145,1
901419,78,15
902841,11,1
908697,22,5
912828,51,7
918224,24,3
965069,142,9
977490,36,5
982310,6,1
1005184,66,1
1052434,87,5
1090780,28,2
1128347,37,2
1153370,37,1
1156720,7,2
1207152,13,2
1249194,11,2
1281608,49,76
1375306,20,5
1380662,63,7
1441068,5,2
1484185,2,3
1529900,9,1
1662528,10,3
1664989,19,4
1693333,48,6
1741188,26,1
1780703,17,2
1903206,13,1
1932653,78,5
1943359,297,3
2003328,21,1
2046418,11,1
2100701,6,2
2148915,36,1
2158823,15,1
2177944,10,1
2199111,3,1
2277523,10,1
2306340,26,2
2347183,54,1
2415780,3,1
2428972,5,1
2448620,21,1
2456699,53,5
2463208,20,4
2478037,38,16
2520166,40,5
2550688,7,1
2603210,21,3
2650681,21,1
2676083,40,1
2694031,7,1
2694058,7,1
2717206,6,1
2734589,6,1
2738799,0,1
2779134,18,2
2823339,41,10
3020367,21,1
3091727,13,1
3096211,19,1
3118332,6,1
3253963,13,3
3371019,10,2
3406472,9,2
3617181,7,3
3675699,29,5
3731253,7,2
3740919,7,1
3759052,82,5
3792001,2,1
3823852,44,9
3883107,38,4
4000511,6,1
4025441,20,2
4037723,0,1
4135268,0,1
4222967,7,1
4286078,31,7
4408305,34,6
4495453,6,1
4692962,4,1
4709546,6,2
5802669,595,20
9681011,236,1
9961737,1140,4
11233053,302,1
11738563,55,6
11984730,333,5
69245,356,21
762364,867,8
1308646,490,15
1379662,336,27
1402015,888,4
1479578,96,2
1601357,7,1
2553851,147,3
2666766,134,1
2798647,802,48
4494826,367,20
4801704,669,9
5791413,155,2
6646861,62,4
6783799,84,2
6798192,413,47
6873264,312,4
7255202,425,11
7306505,112,5
7495213,289,83
7551361,822,134
7933026,1421,22
7963356,309,15
8004510,441,5
8024088,87,1
8398572,161,4
8437175,226,12
8539900,1012,20
8614404,614,2
8645976,380,9
8661170,46,2
8711391,1624,46
8845852,159,10
9054357,60,1
9085027,59,3
9135026,297,7
9226727,955,8
9336064,69,4
9352946,370,2
9755565,370,3
9808767,151,1
9816872,112,4
9887822,198,2
9983239,258,2
10142296,852,32
10213418,473,37
10272876,60,2
10338750,518,2
10472103,329,4
10474572,588,16
10755907,75,1
10761430,145,26
10779362,81,2
10823838,145,6
10836429,79,1
10914215,96,5
10917714,219,21
10932247,130,5
11114071,166,11
11156639,86,24
11156953,870,83
11234208,280,1
11254996,221,11
11291032,333,2
11296034,528,32
11296452,106,3
11354928,86,4
11372401,387,17
11386168,103,9
11411022,307,1
11418804,409,9
11428362,160,9
11433114,290,1
11433979,101,1
11438941,74,1
11448376,36,1
11451980,37,1
11484205,152,2
11496529,1461,5
11516829,204,1
11541853,444,9
11544307,65,3
11550479,214,10
11575295,62,3
11590423,1125,6
11596581,960,12
11618055,840,21
11641055,255,9
11642691,582,22
11653172,207,2
11777042,392,29
11834113,226,6
11898239,26,1
11919218,86,3
11921349,402,9
11932687,269,4
11932917,167,4
11936115,34,2
11973222,220,9
11974338,208,5
12007060,79,1
12054792,8,1
12104501,141,6
12138284,545,12
12146111,168,1
12191658,165,1
12201188,143,3
12203515,636,41
12205933,340,13
12315035,212,20
12379200,145,1
12552970,251,10
12793794,107,2
12879070,69,4
12984087,1032,99
12993566,141,1
13006259,383,83
13249412,156,1
13344713,315,3
13446373,361,1
13528240,156,50
13790441,186,24
14038269,967,20
14049802,194,10
14068623,27,5
14106110,403,3
14109256,93,17
14117889,590,4
14130555,4,1
14191339,426,5
205448,185,2
348077,363,24
517560,265,10
628330,745,18
737732,202,3
808268,279,45
976326,32,1
1185788,126,2
1390028,114,3
1461539,117,2
1505373,163,5
1532839,93,1
1568142,792,96
1642572,93,3
1684815,185,7
1702690,105,5
1724544,59,2
1728561,208,14
2012730,176,2
2294304,110,13
2341796,313,31
2493726,231,2
2568327,21,1
2933196,764,2
2965248,117,6
3034472,52,4
3047155,170,2
3204470,838,5
3239527,273,7
3444391,383,19
3574319,97,15
3647891,180,5
3696958,488,7
3748299,169,1
4110142,57,4
4137746,106,5
4172744,116,1
4173201,10,1
4226873,12,1
4260223,106,22
4310264,247,27
4312549,9,3
4463479,247,1
4490940,12,2
4565165,579,279
4614775,97,4
4759617,360,1
4768455,306,1
4791725,29,1
4796335,166,4
4872757,68,2
4898640,64,1
4905632,990,45
4939814,61,12
5023834,166,24
5039498,9,3
5064890,2,2
5137647,253,6
5152595,99,1
5162140,64,2
5205344,150,1
5213672,226,2
5240202,92,1
5289024,67,6
5312013,219,27
5320495,140,1
5322135,295,6
5327592,332,114
5329490,71,6
5347181,5,1
5399023,105,2
5399100,91,1
5416785,191,5
5425957,65,2
5447841,49,3
5451339,729,85
5477828,222,9
5489979,149,31
5494207,103,6
5502696,1783,31
5506384,39,1
5508425,127,2
5515511,26,1
5546286,98,35
5625667,145,12
5632062,279,10
5656598,114,4
5672218,119,6
5698736,260,14
5723526,68,3
5804207,140,4
5811886,383,2
5849885,15,1
5951228,110,6
5955960,6,1
5975768,35,5
6001075,156,2
6040735,161,19
6139568,117,3
6150492,185,7
6170482,194,7
6180632,24,1
6194902,129,1
6217866,75,3
6224066,488,8
6224775,82,3
6228472,93,1
6236515,59,1
6261950,392,14
6270057,171,8
6337769,223,17
6352787,151,4
6387984,88,8
6456719,166,2
6514752,167,16
6534041,84,1
6549958,6,1
6592746,107,11
6598187,352,17
6640916,111,6
6666954,133,27
6682327,267,8
6744665,86,7
6804687,29,2
6820066,24,1
6907246,57,5
7007898,309,13
7016737,92,19
7080922,75,1
7086726,9,1
7122509,42,3
7126070,12,2
7145481,58,1
7174772,28,3
7175495,18,1
7201417,90,5
7234281,36,2
7242162,53,1
