app_id,helpful,funny,date,is_recommended,hours,user_id
431960,0,0,2021-10-03,1,9.6,8024475
261550,0,0,2021-10-25,1,159.1,8064905
306130,0,7,2019-12-26,0,491.4,8262329
1384160,0,0,2022-09-23,0,3.7,8392451
271590,2,0,2017-11-23,1,893.0,8394366
814380,4,2,2020-06-28,0,15.0,8519367
107410,0,0,2017-12-10,1,21.3,8531640
250900,0,0,2018-04-09,1,139.8,8558177
292030,5,0,2021-04-07,1,145.9,8581786
236850,0,0,2020-02-19,1,514.3,8639091
230410,0,0,2018-06-05,1,383.7,8680129
1817070,2,0,2022-08-12,1,55.2,8769058
534380,2,0,2022-02-20,1,151.1,8812363
1091500,0,0,2022-09-28,1,28.6,8820597
1599340,0,0,2022-02-19,1,60.1,9022231
686810,0,0,2022-11-28,1,255.0,9050475
599140,0,0,2021-03-16,1,7.3,9112647
250900,0,0,2021-07-21,1,446.9,9345437
239030,0,0,2022-01-16,1,8.2,9539828
218620,21,0,2015-10-19,0,30.7,9610771
304390,0,0,2017-02-25,0,5.0,9615749
284160,0,0,2018-11-26,1,76.5,9651693
289070,0,0,2020-11-27,1,165.7,9656139
703080,0,0,2022-07-10,1,544.8,9759213
386360,0,0,2022-01-11,1,118.1,9794072
1174180,0,0,2022-05-22,1,96.4,9794348
264710,0,0,2022-02-13,1,65.9,9836847
271590,0,0,2017-05-27,0,21.9,9837670
1172470,0,0,2021-01-15,0,44.0,9916497
346110,2,2,2020-12-19,0,134.1,10113034
1248130,0,0,2021-11-22,1,138.4,10137104
271590,2,0,2020-04-14,1,147.8,10304595
304390,4,0,2021-04-25,0,42.5,10567745
1426210,0,0,2021-04-17,1,50.3,10593326
440900,2,2,2022-04-05,0,32.1,10633242
552990,0,0,2022-02-10,1,36.0,10965324
493340,0,0,2016-11-17,0,186.5,11034541
1938090,0,0,2022-12-22,0,123.2,11131971
244850,0,0,2015-02-19,1,540.7,11143713
306130,0,0,2020-11-27,1,95.3,11148267
1174180,0,0,2022-02-24,1,76.0,11344029
1794680,0,0,2022-02-15,1,36.5,11451916
1151340,0,0,2021-02-19,1,26.8,11452779
703080,0,0,2022-11-16,0,8.1,11530062
294100,0,0,2022-12-10,1,176.9,11584159
1527950,0,0,2021-12-10,1,117.3,11618879
431960,0,0,2019-07-01,1,18.0,11632090
1794680,0,0,2022-11-23,1,29.8,11647534
730,2,0,2018-01-10,1,708.6,11902299
221680,0,0,2022-11-18,1,103.6,11909571
216150,0,0,2012-11-25,1,88.5,11960888
294100,2,3,2017-06-25,1,45.0,11964986
264710,2,0,2018-02-14,1,123.6,12035356
255710,0,0,2022-04-06,1,257.9,12056866
1361210,18,0,2022-11-30,0,165.5,12104501
975370,0,0,2022-12-22,1,24.3,12159611
394360,0,0,2022-08-13,1,179.7,12241689
1151340,0,0,2020-05-18,1,252.7,12363223
1250410,0,0,2020-08-18,1,128.1,12446603
244850,0,0,2019-11-21,1,8.2,12691232
976730,0,0,2019-12-21,1,167.9,12696826
252490,0,0,2021-09-10,1,151.8,12977263
1245620,0,0,2022-03-27,1,160.9,13137248
1091500,2,0,2020-12-10,1,77.3,13277174
236390,0,0,2017-04-17,1,10.5,13489665
1091500,0,0,2022-10-13,1,46.3,13511263
613100,0,0,2020-01-16,1,14.5,13774658
236390,0,0,2016-07-07,1,3.4,13879825
1172620,0,0,2021-05-15,1,27.5,13907387
292030,0,0,2020-05-13,1,145.2,1373201
1919590,0,0,2022-11-29,1,49.7,1467696
489830,2,0,2020-11-25,1,307.6,1476855
570,2,0,2014-02-13,1,214.6,1538540
1172620,0,0,2021-12-30,1,385.7,1586796
4000,0,0,2020-11-27,1,322.8,1702828
377160,0,0,2021-07-30,1,204.3,1911241
570,2,0,2014-08-15,1,597.3,1985629
47890,3,0,2014-07-26,1,11.0,2144377
730,0,0,2022-11-24,1,22.7,2203379
1551360,2,0,2021-12-12,1,30.3,2673234
252490,0,0,2022-06-28,1,496.8,2891263
394360,0,0,2020-12-27,1,260.8,3050086
1419170,0,0,2021-08-13,1,0.4,3305939
377160,0,0,2019-04-07,0,422.6,3441151
431960,0,0,2022-07-23,1,10.1,3462753
582660,0,0,2021-11-13,1,38.8,3576694
238960,0,0,2022-06-12,1,74.6,4014219
239030,0,0,2022-02-25,1,17.5,4037723
1085660,0,0,2020-05-27,1,593.6,4151435
632360,0,0,2021-04-15,1,60.8,4275011
250900,0,0,2019-12-18,1,530.2,4360240
526870,4,0,2022-09-19,0,356.0,4592257
289070,0,0,2021-08-14,0,6.1,4836830
252490,0,0,2014-01-19,1,535.9,5061666
1091500,0,0,2021-01-20,1,25.5,5289884
244850,0,0,2021-08-09,1,16.4,5414956
346110,7,0,2021-02-28,0,116.9,5677609
239030,2,0,2019-01-08,1,34.4,5755947
270880,7,0,2017-08-16,1,165.9,5772308
250900,0,0,2021-03-28,1,594.3,5884941
304390,0,0,2019-11-05,1,140.1,5915325
230410,0,0,2015-12-22,1,813.1,6132431
346110,0,0,2020-04-11,0,566.3,6285113
381210,0,2,2021-06-25,1,860.6,6423502
250900,0,0,2019-06-30,1,127.7,6462948
261550,0,0,2022-11-02,1,65.1,6479577
1172470,0,0,2020-11-27,1,655.9,6641409
292030,0,3,2019-06-11,1,297.1,6728360
1174180,0,0,2020-11-26,1,64.0,6908000
620980,0,0,2021-01-19,1,13.1,6921780
289070,2,0,2016-12-24,0,234.6,7059573
271590,0,0,2022-11-27,1,553.1,7163241
377160,0,0,2018-05-08,1,200.7,7222128
440900,0,0,2020-07-01,1,269.9,7291153
578080,0,0,2021-07-18,1,696.0,7467278
306130,0,0,2020-12-28,1,174.3,7651417
815370,0,0,2020-06-25,1,28.4,7721484
1151340,0,0,2020-11-25,1,427.8,7941155
552990,0,0,2019-02-03,1,484.5,8042412
236390,0,0,2022-01-23,0,460.5,8080349
291550,0,0,2020-10-30,0,416.4,8117736
381210,0,0,2021-08-09,1,831.2,8122197
1174180,0,0,2021-07-25,1,0.3,8144188
578080,0,0,2018-05-23,1,14.1,8160426
1085660,0,0,2019-12-01,1,111.4,8243048
1085660,0,0,2021-01-04,1,373.4,8558109
1172620,0,0,2022-07-21,1,16.3,8742976
376210,0,0,2022-07-03,1,5.8,8754226
271590,0,0,2021-12-25,1,101.2,8967751
431960,0,0,2022-01-25,1,166.5,9269740
1599340,0,0,2022-02-17,1,97.9,9323240
552990,0,0,2020-03-14,1,27.4,9369585
236390,2,0,2022-12-14,0,88.5,9392041
431960,0,0,2021-09-07,1,54.9,9417270
438100,0,0,2022-07-29,0,6.3,9838791
304390,0,0,2021-02-03,1,265.8,9908214
1259420,3,0,2021-12-27,1,45.6,10031559
275850,0,0,2019-11-01,1,154.7,10130598
431960,0,0,2020-08-07,1,78.0,10311988
518790,0,0,2017-11-27,1,6.2,10554160
107410,0,0,2017-09-14,1,293.0,10608186
261550,0,0,2020-11-25,1,177.6,10623024
1361210,0,0,2022-11-24,1,66.7,10869992
546560,0,0,2021-12-25,1,20.4,10902919
42700,0,0,2011-10-02,1,132.4,11130932
975370,3,0,2022-12-07,1,177.0,11202425
546560,0,0,2020-03-23,1,8.2,11401360
1245620,0,0,2022-03-06,1,133.2,11414239
1085660,0,0,2020-02-18,1,414.3,11433114
275850,0,0,2019-12-13,1,133.5,11462861
275850,0,0,2021-06-22,1,247.2,11521545
570,3,0,2013-11-25,1,513.5,11564023
578080,2,0,2017-07-27,0,211.5,11634715
394360,0,0,2021-02-03,1,163.3,11666722
440900,0,0,2019-07-01,1,829.3,11675920
236390,0,0,2021-08-29,0,70.5,11722673
275850,0,0,2016-08-14,1,149.1,11808365
976730,0,0,2020-01-03,1,137.6,11853888
275850,0,0,2020-04-17,1,197.4,12375507
686810,76,2,2020-02-08,1,35.8,12537537
1794680,0,0,2022-10-22,1,126.7,12594708
534380,0,0,2022-03-09,1,66.6,12638798
292030,0,0,2018-11-21,1,77.2,12805436
1151340,0,0,2021-11-05,1,18.8,12917909
244210,0,0,2022-01-07,1,183.3,12982768
730,2,0,2018-09-03,1,740.8,13049788
1091500,0,0,2022-09-07,1,419.5,13098784
1938090,0,0,2022-11-11,1,88.8,13330978
252490,0,0,2021-10-13,1,780.3,13485495
394360,0,0,2022-05-10,1,175.4,13555840
284160,0,0,2021-03-30,1,39.5,13617475
252490,0,0,2022-05-27,1,622.0,13629805
730,0,0,2021-01-04,0,641.2,13752328
489830,9,3,2017-10-16,0,126.1,13946416
1361210,0,0,2022-11-27,1,45.4,14087206
271590,0,0,2019-11-19,1,272.5,14126252
304390,0,0,2020-02-26,1,8.0,14135928
218620,0,0,2017-06-12,1,33.2,14160033
730,0,0,2021-07-12,1,755.6,14246471
233860,0,0,2022-01-26,1,28.7,14257978
397540,0,0,2020-04-04,0,39.2,14274261
1174180,0,0,2021-02-01,1,433.9,8606525
1172620,0,0,2022-05-14,1,56.4,13625526
648800,0,0,2022-11-05,1,5.0,79994
1938090,0,0,2022-12-02,1,302.2,188838
1244460,0,0,2021-11-11,1,51.3,234870
289070,7,0,2019-02-11,0,1.5,316788
255710,0,0,2021-06-18,1,0.4,331537
244850,0,0,2022-06-29,1,58.5,376523
376210,0,0,2021-01-31,1,73.9,850928
1943950,0,0,2022-10-08,1,4.7,867064
107410,0,0,2016-06-06,1,492.1,908103
377160,0,0,2020-07-06,1,443.7,1049325
1172470,0,0,2021-01-09,1,36.1,1194057
381210,4,0,2018-01-23,0,134.7,1208568
1250410,0,0,2020-08-25,1,391.6,1258989
1174180,0,0,2020-01-10,1,279.6,1326101
1086940,0,0,2020-10-11,1,122.3,1361778
216150,64,3,2017-06-24,1,420.9,1368662
107410,0,0,2020-04-14,1,504.9,1402396
1332010,0,0,2022-07-19,1,3.4,1502031
1203220,0,0,2021-08-17,1,47.4,1606955
1174180,0,0,2022-10-10,1,284.3,1622767
431960,0,0,2022-06-19,1,8.4,1639165
397540,0,0,2021-06-22,1,54.5,1844428
275850,0,0,2020-07-17,1,47.5,1978160
1144200,0,0,2022-05-30,1,36.6,2075717
250900,0,0,2016-11-24,1,666.6,2205346
252490,0,0,2022-11-24,1,54.6,2268180
438100,0,0,2022-05-27,1,9.8,2379652
250900,0,0,2022-02-09,1,579.4,2511774
261550,0,0,2021-05-07,1,181.0,2541054
1919590,8,0,2022-09-09,0,3.2,2591547
703080,0,0,2020-12-20,1,492.0,2622219
252490,0,0,2022-02-02,1,238.4,2641879
1144200,0,0,2022-02-03,1,19.3,2876823
1196590,0,0,2022-10-16,1,16.4,2909043
518790,2,0,2019-08-02,1,18.4,3003185
570,12,3,2021-03-31,1,103.7,3037714
635260,0,0,2022-07-07,0,0.1,3046957
304390,0,0,2020-11-09,0,493.3,3090675
394360,0,0,2018-05-25,1,744.4,3109614
1174180,0,0,2022-01-05,1,23.7,3292704
730,2,0,2019-07-04,1,837.8,3348165
374320,0,0,2021-03-21,1,77.9,3372148
244210,0,0,2021-11-29,1,85.7,3492882
1203220,0,0,2022-04-13,1,566.7,3505285
218620,244,5,2015-10-15,0,16.4,3586930
105600,0,0,2021-11-08,1,790.7,3645812
252490,0,0,2022-08-26,0,296.7,3890932
570,0,0,2022-02-25,1,218.5,4014143
306130,0,0,2018-12-07,1,217.5,4398058
250900,4,4,2018-09-01,0,247.0,4676488
1599340,0,0,2022-03-08,1,202.5,4780843
546560,2,0,2020-11-13,1,11.9,4856232
1222140,0,0,2022-09-10,1,21.1,4895077
435150,0,0,2020-01-08,1,185.7,4926472
292030,5,0,2015-06-30,0,20.7,5013474
599140,0,0,2020-04-15,1,36.1,5024534
250900,0,0,2021-12-06,1,756.5,5123315
270880,0,0,2016-02-14,1,21.0,5200367
107410,2,0,2015-01-10,1,982.1,5277956
107410,0,0,2019-11-26,1,53.1,5290884
292030,0,0,2017-04-23,1,87.4,5317109
227300,2,0,2014-12-21,1,130.9,5364714
359550,0,0,2018-05-16,1,101.7,5742448
1938090,0,0,2022-12-22,0,192.8,5929717
1824220,0,0,2022-12-18,1,27.4,5970076
613100,0,0,2018-05-18,0,0.2,6051114
238960,0,0,2018-11-23,1,8.5,6143932
306130,0,0,2016-11-25,1,69.4,6170965
435150,83,0,2017-12-15,1,199.9,6334645
1794680,0,0,2022-11-25,1,2.9,6383291
489830,6,0,2017-02-17,1,99.2,6429226
275850,0,0,2020-10-10,1,13.6,6484333
239030,0,0,2016-02-16,1,9.0,6542563
620980,0,2,2020-07-31,1,18.5,6642770
218620,2,0,2018-04-13,0,0.2,6671338
526870,0,0,2020-09-19,1,187.0,6849203
230410,0,0,2016-12-03,1,10.2,6982610
1250410,0,0,2022-11-23,1,40.5,6982679
39210,0,0,2021-08-03,1,169.4,7081117
275850,0,0,2016-08-14,1,61.8,7152739
686810,2,0,2019-08-06,1,33.6,7370339
306130,0,0,2021-11-27,1,41.5,7498379
377160,0,0,2017-11-23,1,29.5,7516292
394360,0,0,2021-04-19,1,544.0,7520804
275850,13,0,2017-10-30,1,17.3,7531028
730,3,0,2016-05-21,1,81.9,7614491
509980,0,0,2020-02-29,1,20.8,7617602
289070,0,0,2022-01-24,1,48.0,7623682
266410,0,0,2015-10-30,1,157.0,7654118
534380,0,0,2022-02-07,1,28.5,7688800
570,2,0,2015-12-22,1,408.7,7813401
304390,2,0,2019-04-25,1,271.1,7928796
1174180,0,0,2020-03-25,1,65.4,7996300
218620,0,0,2020-04-02,1,46.4,8042601
1174180,0,0,2021-11-06,1,42.1,8162614
270880,0,0,2022-07-30,1,4.4,8177144
377160,0,0,2021-02-20,0,154.9,8473070
1245620,0,0,2022-03-03,1,133.8,8546446
1174180,7,0,2020-09-26,1,5.3,8710543
620980,0,0,2022-06-09,1,220.6,8821200
107410,0,0,2013-12-20,1,158.4,8949080
1938090,0,0,2022-12-04,0,150.0,8951161
632360,0,0,2021-04-01,1,207.4,8959707
730,3,0,2019-01-06,1,712.9,9008130
261550,0,0,2022-11-26,1,4.8,9114622
1158310,0,0,2020-09-19,1,89.1,9286830
381210,2,0,2018-09-24,1,679.3,9357462
397540,0,0,2020-07-09,1,92.0,9375025
1426210,0,0,2021-12-22,1,14.6,9381640
686810,0,0,2021-11-23,1,56.9,9634444
435150,0,0,2019-06-30,1,230.9,9732714
236390,0,0,2021-02-08,1,37.5,10076003
546560,0,0,2022-07-19,1,18.7,10120440
311210,0,0,2015-11-06,0,1.2,10136544
291550,0,0,2020-12-26,1,14.4,10493048
236390,0,0,2018-09-12,1,975.7,10608298
289070,0,0,2021-06-27,0,332.0,10715282
218620,6,0,2015-10-17,0,7.4,10739986
236390,12,0,2020-12-21,0,162.6,10784605
105600,0,0,2021-07-13,1,194.2,10845772
570,3,0,2014-06-22,1,445.1,10909315
1290000,0,0,2021-11-27,1,25.3,11002615
730,0,0,2020-05-24,1,929.0,11022270
304390,5,0,2020-08-06,0,5.1,11024894
291550,0,0,2021-12-11,0,912.3,11068971
251570,2,0,2017-04-01,1,571.0,11350275
250900,0,0,2022-05-19,1,472.8,13953811
440900,0,0,2021-04-19,1,193.2,13962823
552500,0,0,2020-08-01,1,895.3,13973024
304390,0,0,2021-06-25,1,114.5,14110752
239030,0,0,2015-11-19,1,68.8,14131302
1091500,3,0,2020-12-12,0,46.6,14135485
613100,0,0,2020-09-19,1,208.3,14204451
1174180,0,0,2022-12-26,1,169.6,14259988
244850,0,0,2020-01-09,1,849.3,8498072
105600,0,0,2019-05-12,1,669.6,14002152
346110,0,0,2015-08-27,1,308.1,87211
108600,392,165,2022-07-18,1,300.2,141251
107410,0,0,2014-06-25,1,269.3,183957
236390,0,0,2019-12-22,1,36.3,413085
582660,0,0,2021-07-06,0,137.7,598930
250900,0,0,2018-09-16,1,175.4,651901
1144200,0,0,2021-12-27,1,14.3,730851
440900,0,0,2019-12-27,1,8.5,814487
275850,0,0,2021-11-02,1,9.5,902156
976730,0,0,2020-03-29,1,29.7,955479
230410,1494,1253,2015-12-04,1,109.3,1058552
1938090,0,0,2022-11-22,0,17.5,1072234
108600,0,0,2022-09-10,1,337.1,1091691
730,2,0,2020-04-15,1,712.4,1472426
1599340,0,0,2022-03-15,1,364.0,1513974
1174180,0,0,2022-09-14,1,17.0,1736086
397540,0,0,2021-01-14,0,162.0,1818826
22380,0,0,2021-04-12,1,222.5,1945741
1172620,0,0,2021-05-28,1,57.7,1987954
620980,0,0,2021-05-28,1,41.6,2167098
311210,0,0,2021-08-03,1,104.3,2323347
39210,0,0,2021-07-10,1,5.8,2349090
620980,0,0,2021-03-15,1,72.3,2464364
275850,0,0,2020-04-02,1,43.7,2550967
1419170,0,0,2022-12-12,1,3.1,2797658
304390,0,0,2021-03-14,0,5.6,2906814
238960,0,0,2015-06-01,1,437.5,2947479
1286680,0,0,2022-07-23,1,29.7,2984404
582010,0,0,2022-07-24,1,138.0,2996064
1290000,0,0,2021-09-16,1,22.7,3200886
275850,0,3,2020-02-17,1,13.4,3205006
976730,0,0,2020-06-18,1,15.2,3251630
594650,0,0,2022-10-14,1,183.8,3324182
1250410,0,0,2022-09-03,1,35.3,3444018
311210,2,0,2016-02-26,0,33.8,3515107
1172620,0,0,2022-02-15,1,35.7,3665154
767560,0,0,2022-12-23,0,32.2,3841873
1599340,2,0,2022-06-11,0,648.5,4015901
1286830,0,0,2020-10-21,1,116.0,4029359
233860,0,0,2021-08-19,1,808.7,4051532
1144200,0,2,2021-12-28,1,34.5,4239744
814380,0,0,2022-07-25,1,84.7,4327547
534380,0,0,2022-02-04,1,61.3,4362749
377160,0,0,2019-12-07,0,90.5,4412188
526870,0,0,2022-07-08,1,81.2,4426357
397540,9,0,2022-06-10,0,72.4,4490382
252490,0,0,2015-06-04,0,46.7,4555864
238960,0,0,2020-03-02,1,269.5,4575442
376210,35,15,2022-08-02,1,388.9,4585516
397540,3,0,2022-08-10,1,94.0,4628115
1938090,0,0,2022-11-22,1,206.5,4697968
1401590,0,0,2022-12-30,1,53.9,4763624
4000,0,0,2014-04-20,1,75.5,4812393
730,10,0,2015-04-06,1,757.9,4846777
381210,0,0,2022-12-28,1,124.3,4924657
1096530,0,0,2020-10-20,1,22.9,5011949
275850,0,0,2016-08-16,1,47.4,5086514
271590,0,0,2019-06-29,1,119.4,5136468
107410,2,0,2014-05-16,1,72.1,5258273
386360,0,0,2016-10-15,1,108.8,5517820
1144200,0,0,2021-12-29,1,83.7,5597035
620980,0,0,2020-10-15,1,12.1,5668062
359550,0,0,2019-10-30,1,284.7,5762558
730,2,0,2017-03-31,1,376.6,5788364
495420,0,0,2022-06-21,1,221.2,5844138
271590,0,0,2020-03-19,1,67.2,5995139
275850,0,0,2021-09-07,1,58.9,6087878
275850,0,0,2016-08-13,1,91.8,6243103
107410,0,0,2015-01-08,1,833.4,6271812
359550,19,0,2018-09-15,1,405.8,6323797
582660,0,0,2021-09-06,0,671.8,6446569
238960,0,0,2017-11-05,1,35.6,6560291
1811260,0,0,2022-10-02,0,298.5,6669703
304390,0,0,2021-04-03,0,226.0,6800195
1938090,0,0,2022-11-23,1,54.7,6880727
431960,0,0,2020-03-01,1,534.7,6881911
374320,0,0,2021-06-03,1,44.5,6959001
291550,2,0,2019-06-10,0,704.4,6982665
431960,0,0,2017-12-04,1,16.0,7135654
1938090,0,0,2022-11-07,0,39.5,7179102
1151340,0,0,2020-12-04,0,12.0,7184226
105600,2,0,2022-10-02,1,396.1,7187274
289070,0,0,2021-06-21,1,127.4,7254609
244850,0,0,2020-11-15,1,944.0,7282499
1245620,5,0,2022-03-02,1,202.7,7315457
1086940,0,0,2021-12-06,1,79.2,7415038
435150,0,0,2017-11-22,1,120.1,7455902
271590,4,0,2018-07-09,1,492.5,7503122
815370,0,0,2022-06-29,1,5.6,7584816
